,STATE_UT_NAME,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,flood,Avg_june10days,maytojune
309,DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,1,19.93333333,40.5
310,DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,1,19.93333333,40.5
311,DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,1,19.93333333,40.5
312,DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,1,19.93333333,40.5
313,DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,1,19.93333333,40.5
314,DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,1,19.93333333,40.5
315,DELHI,16.4,16.3,15.3,8.9,19.3,59.8,220.7,245.5,110.2,20.5,5.6,8.6,747.1,32.7,43.5,636.2,34.7,1,19.93333333,40.5
316,PUNJAB,30.4,29,35.4,20.9,17.1,43.1,211.4,194.1,89,28.7,7.6,15,721.7,59.4,73.4,537.6,51.3,1,14.36666667,26
317,PUNJAB,11.5,17.4,13,8,9.7,33.5,109.6,115.4,62.5,19.2,2.7,5.4,407.9,28.9,30.7,321,27.3,1,11.16666667,23.8
318,PUNJAB,15.7,14.5,21.3,9.3,15.4,31.3,128.4,124.7,67.9,12.3,5.1,9.7,455.6,30.2,46,352.3,27.1,1,10.43333333,15.9
319,PUNJAB,60,49.9,53.8,25.7,21.3,57.1,324.6,319.9,126.2,37.2,11,25.8,1112.5,109.9,100.8,827.8,74,1,19.03333333,35.8
320,PUNJAB,38.4,39.8,39.8,16,20.4,74.9,275.7,241.5,125.8,31.5,9.3,20,933.1,78.2,76.2,717.9,60.8,1,24.96666667,54.5
321,PUNJAB,28.6,28.6,30.7,13.7,20.2,48.5,203.9,188.1,111,21.9,7.3,16.6,719.1,57.2,64.6,551.5,45.8,1,16.16666667,28.3
322,PUNJAB,27.6,21,25.8,9.5,14.1,37.1,166.3,136.5,82.7,31.4,5.4,10.6,568,48.6,49.4,422.6,47.4,1,12.36666667,23
323,PUNJAB,24.3,26.1,26.5,12.1,16.6,51.2,203,178.3,101.7,25.7,5.4,14.7,685.6,50.4,55.2,534.2,45.8,1,17.06666667,34.6
324,PUNJAB,26.7,24.7,20.9,9.3,15.3,54.9,235.9,208.5,115.9,21.1,4.3,14.5,752,51.4,45.5,615.2,39.9,1,18.3,39.6
325,PUNJAB,41.6,38.9,51.2,14.7,25.6,65.4,291,252.9,119.2,19.7,13.2,23.1,956.5,80.5,91.5,728.5,56,1,21.8,39.8
326,PUNJAB,18.3,19.3,15.9,10.4,18.7,44.8,160.5,145.8,85.7,20.4,4.7,12.9,557.4,37.6,45,436.8,38,1,14.93333333,26.1
327,PUNJAB,16.1,14.3,17,8.1,13.9,36,120,103.8,65.3,9.8,3.8,7.5,415.6,30.4,39,325.1,21.1,1,12,22.1
328,PUNJAB,21.3,13.4,15,9.7,15.7,33.7,123,133.5,63.8,20.9,3.1,7.5,460.6,34.7,40.4,354,31.5,1,11.23333333,18
329,PUNJAB,38.8,39.9,38.6,15.9,19.2,85.3,309.6,254.9,138.8,29.6,10.1,24.9,1005.6,78.7,73.7,788.6,64.6,1,28.43333333,66.1
330,PUNJAB,24.9,21.8,22.6,10,13.7,45.6,220.6,174.6,106.3,18.9,7.1,17,683.1,46.7,46.3,547.1,43,1,15.2,31.9
331,PUNJAB,16.7,12.7,18.2,7,10.9,31.2,113,107.5,60.1,11.2,3.5,7.5,399.5,29.4,36.1,311.8,22.2,1,10.4,20.3
332,PUNJAB,12.3,18.4,11.3,7.2,8.9,30.3,110.9,122.8,70.8,18.2,2.4,6.3,419.8,30.7,27.4,334.8,26.9,1,10.1,21.4
333,PUNJAB,14.7,16.9,10,11.5,9.6,30.3,129.4,117.5,78.4,18.3,3.9,8.9,449.4,31.6,31.1,355.6,31.1,1,10.1,20.7
334,PUNJAB,33.4,24.7,29.5,13.8,24.6,68.8,241.8,216.6,117.3,20.2,7.3,20.7,818.7,58.1,67.9,644.5,48.2,1,22.93333333,44.2
335,PUNJAB,18,18.3,21.5,10.4,12.4,23.5,133.6,111.4,68.3,17.8,4.5,9.5,449.2,36.3,44.3,336.8,31.8,1,7.833333333,11.1
336,HIMACHAL,62.5,66.8,54,26.1,41.1,107.4,311.8,304.2,153.6,27,14,28.7,1197.2,129.3,121.2,877,69.7,1,35.8,66.3
337,HIMACHAL,126.2,112.8,120.3,51.2,53.4,132.4,567.3,479.2,227.5,48.7,21.9,56.2,1997.1,239,224.9,1406.4,126.8,1,44.13333333,79
338,HIMACHAL,83,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,2019.8,163.2,169.9,1582.1,104.6,1,48.53333333,100.5
339,HIMACHAL,102.1,107.8,113.9,77.4,69.4,37.1,75,81.3,70.8,35.4,17.5,48.7,836.4,209.9,260.7,264.2,101.6,1,12.36666667,32.3
340,HIMACHAL,86.9,97,135.2,79.5,72.1,82.4,184.8,165.9,86.6,32,23.4,42.3,1088.1,183.9,286.8,519.7,97.7,1,27.46666667,10.3
341,HIMACHAL,132.8,137.1,176.6,108.9,91.7,52.4,164.5,139.9,101.4,52.2,29.6,61.7,1248.8,269.9,377.2,458.2,143.5,1,17.46666667,39.3
342,HIMACHAL,71.1,67.5,81.7,48.3,64.3,160.1,411.2,370.1,152,34.4,15.3,30.9,1506.9,138.6,194.3,1093.4,80.6,1,53.36666667,95.8
343,HIMACHAL,73,61.4,59.1,27.1,42.7,143.3,384.8,391.2,159.6,41.1,13.9,31,1428.2,134.4,128.9,1078.9,86,1,47.76666667,100.6
344,HIMACHAL,69.1,70.3,80,48.3,65,104.7,226.9,189,113.3,32.6,13.9,28.3,1041.4,139.4,193.3,633.9,74.8,1,34.9,39.7
345,HIMACHAL,58.4,53.3,42.4,20.4,31.9,140.9,508,485.6,190.1,44,9.2,34.1,1618.3,111.7,94.7,1324.6,87.3,1,46.96666667,109
346,HIMACHAL,71.7,66.1,62.6,27.9,48.8,130.3,368.4,331.8,169.6,44.1,12.9,32,1366.2,137.8,139.3,1000.1,89,1,43.43333333,81.5
347,HIMACHAL,46.3,45.1,40.9,17.2,26.8,67.6,340,310.3,144.8,32.1,15.5,24.1,1110.7,91.4,84.9,862.7,71.7,1,22.53333333,40.8
348,JAMMU AND KASHMIR,83.2,100.7,152.7,113.4,101.1,65.2,87.4,82.1,50.4,39.5,38.5,55.4,969.6,183.9,367.2,285.1,133.4,1,21.73333333,35.9
349,JAMMU AND KASHMIR,116.1,157,189.6,145.9,111.4,60.5,71.2,70,46,47.6,35.9,80.8,1132,273.1,446.9,247.7,164.3,1,20.16666667,50.9
350,JAMMU AND KASHMIR,119.4,161.8,213.5,127.5,100.4,72.6,146.4,125.8,96.6,40.9,46.5,84.1,1335.5,281.2,441.4,441.4,171.5,1,24.2,27.8
351,JAMMU AND KASHMIR,56.3,66.6,68.9,37.2,39.9,63.9,366.6,323.6,106.4,31.5,15.7,34.7,1211.3,122.9,146,860.5,81.9,1,21.3,24
352,JAMMU AND KASHMIR,85.7,59,45.4,20,12.5,62.5,387.8,404.2,127.5,29,8.6,26,1268.2,144.7,77.9,982,63.6,1,20.83333333,50
353,JAMMU AND KASHMIR,8.1,7.3,8.8,8,8,3.8,13.1,14.1,8.6,7.2,3.6,4,94.6,15.4,24.8,39.6,14.8,1,1.266666667,4.2
354,JAMMU AND KASHMIR,108.5,120.3,134.8,64.3,41.1,91.5,514.7,551.1,219.9,42.6,24.8,60.3,1973.9,228.8,240.2,1377.2,127.7,1,30.5,50.4
355,JAMMU AND KASHMIR,56.6,65.9,106.8,88.1,79.3,35.3,55.5,55.1,40.5,32.8,27.7,28.1,671.7,122.5,274.2,186.4,88.6,1,11.76666667,44
356,JAMMU AND KASHMIR,87.1,126.3,240.6,154.8,99.6,59,88,74.7,31.5,51.1,52,68,1132.7,213.4,495,253.2,171.1,1,19.66666667,40.6
357,JAMMU AND KASHMIR,42.5,48.2,77.2,72.4,57.9,25.5,42.5,47.4,36,21,12.9,21.1,504.6,90.7,207.5,151.4,55,1,8.5,32.4
358,JAMMU AND KASHMIR,56.7,68.8,104,86.8,68,37.4,55.6,60.9,30.4,31.7,29,44.3,673.6,125.5,258.8,184.3,105,1,12.46666667,30.6
359,JAMMU AND KASHMIR,25.6,25.6,25.1,19.7,22,5.5,11.6,24,8.6,14.5,20.6,20.5,223.3,51.2,66.8,49.7,55.6,1,1.833333333,16.5
360,JAMMU AND KASHMIR,138.9,124.2,158.5,99,69.6,116.6,344.2,191.5,108.2,27.4,40.4,55.6,1474.1,263.1,327.1,760.5,123.4,1,38.86666667,47
361,JAMMU AND KASHMIR,59.3,66.7,60.6,23.6,27.5,46.4,249,253.8,100.3,38.8,11.3,19.9,957.2,126,111.7,649.5,70,1,15.46666667,18.9
362,JAMMU AND KASHMIR,68.7,93.3,119.6,89.4,63.5,30.8,46.1,57.8,33.9,38,26.6,32.7,700.4,162,272.5,168.6,97.3,1,10.26666667,32.7
363,JAMMU AND KASHMIR,56.7,68.8,104,86.8,68,37.4,55.6,60.9,30.4,31.7,29,44.3,673.6,125.5,258.8,184.3,105,1,12.46666667,30.6
364,JAMMU AND KASHMIR,75.9,70.6,131.9,130.6,107.1,41.6,79.9,78.8,68.6,38.1,27.8,28,878.9,146.5,369.6,268.9,93.9,1,13.86666667,65.5
365,JAMMU AND KASHMIR,48.5,72.9,119.1,121.3,90.8,42.7,85.1,91.9,46,31.9,28.6,39.9,818.7,121.4,331.2,265.7,100.4,1,14.23333333,48.1
366,JAMMU AND KASHMIR,56.3,66.6,68.9,37.2,39.9,63.9,366.6,323.6,106.4,31.5,15.7,34.7,1211.3,122.9,146,860.5,81.9,1,21.3,24
367,JAMMU AND KASHMIR,119.4,161.8,213.5,127.5,100.4,72.6,146.4,125.8,96.6,40.9,46.5,84.1,1335.5,281.2,441.4,441.4,171.5,1,24.2,27.8
368,JAMMU AND KASHMIR,101.5,93,84.6,43.5,40,83.2,440.5,556.9,242,42.2,12.2,56.9,1796.5,194.5,168.1,1322.6,111.3,1,27.73333333,43.2
369,JAMMU AND KASHMIR,144.5,190.8,211.6,112.9,85,61.4,132.2,120.2,86.8,42.1,43.6,97.3,1328.4,335.3,409.5,400.6,183,1,20.46666667,23.6
370,RAJASTHAN,1.2,1.7,2.3,3.2,9.1,27.4,88.6,86.7,40.7,4.1,3.2,0.4,268.6,2.9,14.6,243.4,7.7,1,9.133333333,18.3
371,RAJASTHAN,4.1,7.8,5.7,4.1,14.3,29.2,85.7,74.6,39.2,4.4,2.5,2.4,274,11.9,24.1,228.7,9.3,1,9.733333333,14.9
372,RAJASTHAN,6.2,7.4,6.3,4.9,16.4,37.7,126.6,101.7,47.7,9.9,2.4,2.4,369.6,13.6,27.6,313.7,14.7,1,12.56666667,21.3
373,RAJASTHAN,6,8,9.3,7,11.6,25.5,79.3,64.9,31.7,3.1,2.1,4.4,252.9,14,27.9,201.4,9.6,1,8.5,13.9
374,RAJASTHAN,1.7,2.9,2.2,3.8,6.6,19.4,59.3,56.9,22.8,3.1,1.5,1,181.2,4.6,12.6,158.4,5.6,1,6.466666667,12.8
375,RAJASTHAN,1.8,1.1,2.6,1.4,8.2,34.5,161.1,132.2,66.4,9.2,7.6,1,427.1,2.9,12.2,394.2,17.8,1,11.5,26.3
376,RAJASTHAN,2.9,3.1,2.7,5.2,11.1,27.9,109.5,94.6,42.5,4.9,2.7,1,308.1,6,19,274.5,8.6,1,9.3,16.8
377,RAJASTHAN,4.1,5.5,2.7,4.7,15.3,42.5,142.6,116,47.4,7.9,2.6,2.8,394.1,9.6,22.7,348.5,13.3,1,14.16666667,27.2
378,RAJASTHAN,3.7,2.5,2.9,2.7,9.5,41.9,177.3,152.9,74.6,11.9,4.6,1.2,485.7,6.2,15.1,446.7,17.7,1,13.96666667,32.4
379,RAJASTHAN,7.5,8.6,5.7,4.9,13,32.2,103.4,83.4,33.5,3.4,3.6,2.4,301.6,16.1,23.6,252.5,9.4,1,10.73333333,19.2
380,RAJASTHAN,3.7,2,2.1,2.2,8.9,43.6,171,155,60,9.7,2.5,1.5,462.2,5.7,13.2,429.6,13.7,1,14.53333333,34.7
381,RAJASTHAN,9.6,10.2,5.6,5.5,15.8,44.2,196.9,213.3,100.9,20,4.1,4.8,630.9,19.8,26.9,555.3,28.9,1,14.73333333,28.4
382,RAJASTHAN,2.8,0.5,1.6,0.9,5.2,97.7,284.3,302.5,147.3,24.4,12.6,3.2,883,3.3,7.7,831.8,40.2,1,32.56666667,92.5
383,RAJASTHAN,9.3,8.9,5.3,3.8,11.2,40.4,184.7,229.8,102.7,17.7,3.4,3.9,621.1,18.2,20.3,557.6,25,1,13.46666667,29.2
384,RAJASTHAN,4.8,3.8,3.9,3,10.4,60,213.6,217.7,89.6,11.7,8,3.7,630.2,8.6,17.3,580.9,23.4,1,20,49.6
385,RAJASTHAN,5.6,3.3,3.3,2.3,6.6,62.2,256.6,235.8,101.3,16.7,8.3,3.6,705.6,8.9,12.2,655.9,28.6,0,20.73333333,55.6
386,RAJASTHAN,4.3,1.5,2.7,3.3,10.1,71.5,249.9,269.9,118.4,18.1,13.2,2.4,765.3,5.8,16.1,709.7,33.7,1,23.83333333,61.4
387,RAJASTHAN,1.7,0.6,1.8,1.2,4.6,77.1,228.5,221.9,110.3,14.8,12.6,2.7,677.8,2.3,7.6,637.8,30.1,0,25.7,72.5
388,RAJASTHAN,6.7,7.5,2.4,3.9,15,52.1,206.9,192.5,73.1,11.8,2.7,2.6,577.2,14.2,21.3,524.6,17.1,0,17.36666667,37.1
389,RAJASTHAN,6.8,2.3,3.4,1.4,7,84.1,285.8,335.8,149.4,27,11.6,5.6,920.2,9.1,11.8,855.1,44.2,1,28.03333333,77.1
390,RAJASTHAN,7.7,9.1,6.3,5,20.7,52.9,153.1,144,60,13.3,3.5,5.4,481,16.8,32,410,22.2,0,17.63333333,32.2
391,RAJASTHAN,6.8,3.2,3.2,2.5,6.9,69.8,275.2,276.8,124.5,24.9,10.6,3.5,807.9,10,12.6,746.3,39,1,23.26666667,62.9
392,RAJASTHAN,7.3,6.4,2.9,2.9,9.8,53.9,253.4,264.5,92.2,19.4,4.7,3.6,721,13.7,15.6,664,27.7,1,17.96666667,44.1
393,RAJASTHAN,7.2,8.3,4.2,4.7,19.1,48.2,167.1,134,53.2,10.7,3.8,3.3,463.8,15.5,28,402.5,17.8,1,16.06666667,29.1
394,RAJASTHAN,4.1,1.5,3.2,2.7,10.1,72.2,332,313,151.4,12.9,8.6,1.7,913.4,5.6,16,868.6,23.2,0,24.06666667,62.1
395,RAJASTHAN,5,5.3,2.7,3,10.1,56.1,219.7,210.5,79.7,13.9,4.9,3,613.9,10.3,15.8,566,21.8,0,18.7,46
396,RAJASTHAN,2.8,2,4.3,2.2,8.2,73.6,207.5,203.7,106.5,15.2,11.1,2.6,639.7,4.8,14.7,591.3,28.9,0,24.53333333,65.4
397,RAJASTHAN,8.6,9.5,7,2.5,8.6,54.5,211.7,266.1,117.7,26.3,4.3,5.3,722.1,18.1,18.1,650,35.9,1,18.16666667,45.9
398,RAJASTHAN,7.1,3.2,2.8,1.7,6.5,73.3,295.3,303.6,120,25.2,9.7,4.3,852.7,10.3,11,792.2,39.2,0,24.43333333,66.8
399,RAJASTHAN,8.7,7,4.2,4.1,12.8,52.4,237,228.2,94.5,17.1,4.7,4.1,674.8,15.7,21.1,612.1,25.9,1,17.46666667,39.6
400,RAJASTHAN,4,2.2,3.7,2.6,12.3,68.1,176.8,177.6,83.5,13.7,6.9,3.1,554.5,6.2,18.6,506,23.7,1,22.7,55.8
401,RAJASTHAN,9.1,7.7,3.5,2.4,9.9,50.8,220.5,269.8,96.3,17,5.4,3.8,696.2,16.8,15.8,637.4,26.2,1,16.93333333,40.9
402,RAJASTHAN,3.6,1.2,3.4,3.3,5.8,108.3,283.3,290.4,163.8,32.8,16.4,3,915.3,4.8,12.5,845.8,52.2,0,36.1,102.5
403,MADHYA PRADESH,7.5,8.5,9.3,5.9,6.4,137,290.6,293.4,197.5,49.4,13.4,9.9,1028.8,16,21.6,918.5,72.7,0,45.66666667,130.6
404,MADHYA PRADESH,14,8.2,5.1,1.4,4.4,110.3,356.2,376,162.5,24,11.9,10.8,1084.8,22.2,10.9,1005,46.7,0,36.76666667,105.9
405,MADHYA PRADESH,10.4,7.1,4.2,1.3,4.6,55.6,221.5,261.4,147,39.5,3.9,6.9,763.4,17.5,10.1,685.5,50.3,0,18.53333333,51
406,MADHYA PRADESH,9.1,8.5,5,3.4,6.6,62.2,246,293,174.6,39.8,4.1,7.9,860.2,17.6,15,775.8,51.8,0,20.73333333,55.6
407,MADHYA PRADESH,7.5,4,3.8,1.3,6.2,127.9,311.6,330.7,179.6,34.4,13.5,10.9,1031.4,11.5,11.3,949.8,58.8,0,42.63333333,121.7
408,MADHYA PRADESH,3.3,1,1.4,0.8,4.1,126.4,266.3,261.5,172.6,34.8,11.1,2.8,886.1,4.3,6.3,826.8,48.7,0,42.13333333,122.3
409,MADHYA PRADESH,12.1,7.1,6.3,2.7,8.6,87.3,336.6,356,163.1,28.6,10.6,9.3,1028.3,19.2,17.6,943,48.5,0,29.1,78.7
410,MADHYA PRADESH,14.5,8.6,5.5,3.7,8.2,71.8,258,289.7,171.1,41.5,5.1,8.2,885.9,23.1,17.4,790.6,54.8,0,23.93333333,63.6
411,MADHYA PRADESH,11.8,8.3,9.1,3.2,8.1,140.3,416.6,464.4,267.8,37.4,15,10.2,1392.2,20.1,20.4,1289.1,62.6,0,46.76666667,132.2
412,MADHYA PRADESH,5.9,2.3,1.8,1.2,8.3,120.4,270.9,266.9,181.5,38.3,14.1,5.7,917.3,8.2,11.3,839.7,58.1,0,40.13333333,112.1
413,MADHYA PRADESH,2.6,0.3,0.9,0.9,7.8,108.2,240.6,248.3,148.2,39,12.4,3.6,812.8,2.9,9.6,745.3,55,0,36.06666667,100.4
414,MADHYA PRADESH,4.9,1.8,3.8,3.9,3.6,81.7,276.7,276.9,144.7,35.8,13,3.3,850.1,6.7,11.3,780,52.1,0,27.23333333,78.1
415,MADHYA PRADESH,11.7,7.5,5.3,2.6,6.5,52.7,236,284.1,135.4,25.8,3,6.4,777,19.2,14.4,708.2,35.2,0,17.56666667,46.2
416,MADHYA PRADESH,7.3,4.1,5.8,2,9.7,125.3,268.1,279,178.4,35.4,14.6,10.3,940,11.4,17.5,850.8,60.3,0,41.76666667,115.6
417,MADHYA PRADESH,5,2.8,2.1,1.4,7.1,131.5,229.2,237.3,160.5,31.5,10.7,7.8,826.9,7.8,10.6,758.5,50,0,43.83333333,124.4
418,MADHYA PRADESH,10.2,9.4,6.4,1.8,6.4,128.9,373.1,405.9,206.9,32.9,9.9,8.7,1200.5,19.6,14.6,1114.8,51.5,0,42.96666667,122.5
419,MADHYA PRADESH,10.1,3.9,4.8,1.4,5.6,94.6,301.5,339.5,154.6,27,14.6,9.1,966.7,14,11.8,890.2,50.7,0,31.53333333,89
420,MADHYA PRADESH,4.7,1.9,2.1,2,5.1,103.9,295.4,299.2,172.8,41.1,12.7,6.9,947.8,6.6,9.2,871.3,60.7,0,34.63333333,98.8
421,MADHYA PRADESH,9,6.8,4.2,1.2,7,125.1,349.6,391.5,201.3,33.5,14.2,9.2,1152.6,15.8,12.4,1067.5,56.9,0,41.7,118.1
422,MADHYA PRADESH,10.2,3.3,3.7,1.8,6.9,95.6,299,316.3,163,29.2,11.6,8.8,949.4,13.5,12.4,873.9,49.6,0,31.86666667,88.7
423,MADHYA PRADESH,13,6.8,3.6,2.3,6.9,70.5,276.1,280,153.2,31.8,7.5,7.7,859.4,19.8,12.8,779.8,47,0,23.5,63.6
424,MADHYA PRADESH,6.4,2.1,2,0.8,5.4,104.7,276.6,291.6,160.8,35,12.9,7.4,905.7,8.5,8.2,833.7,55.3,0,34.9,99.3
425,MADHYA PRADESH,11.8,7,6.5,2.5,9.7,111.8,338.5,355.9,192.4,33.8,8.3,9.5,1087.7,18.8,18.7,998.6,51.6,0,37.26666667,102.1
426,MADHYA PRADESH,9,6.2,3.1,0.9,6.4,110.3,340.6,379.8,211.6,37,14.2,9.2,1128.3,15.2,10.4,1042.3,60.4,0,36.76666667,103.9
427,MADHYA PRADESH,4.5,2.8,3.7,2.3,6.1,85.2,264.5,258.8,138.9,31.2,12.3,3.5,813.8,7.3,12.1,747.4,47,0,28.4,79.1
428,MADHYA PRADESH,9.8,3.3,4.3,2.2,6.8,69.1,271.8,278.2,108.3,27.7,4.9,5.5,791.9,13.1,13.3,727.4,38.1,0,23.03333333,62.3
429,MADHYA PRADESH,2.9,0.8,1.9,0.9,7.2,105.6,198,194.6,137.2,35.5,10.8,5.8,701.2,3.7,10,635.4,52.1,0,35.2,98.4
430,MADHYA PRADESH,7.2,6.5,3,0.7,1.8,71.2,315.6,314,164.3,25.1,5.5,11.8,926.7,13.7,5.5,865.1,42.4,0,23.73333333,69.4
431,MADHYA PRADESH,4.2,2.9,6.7,2.1,16.2,158.9,223.9,251.8,149.6,45.7,16.2,10.9,889.1,7.1,25,784.2,72.8,0,52.96666667,142.7
432,MADHYA PRADESH,3.9,2.2,1.7,1.7,8.3,113.9,270.8,257,157.3,30.8,11,5,863.6,6.1,11.7,799,46.8,0,37.96666667,105.6
433,MADHYA PRADESH,20.9,15.3,15.1,7.1,6.7,184.5,475.3,451.9,222.9,56.4,8.2,17.3,1481.6,36.2,28.9,1334.6,81.9,0,61.5,177.8
434,MADHYA PRADESH,17.6,12.6,6,3.1,5.3,95,317.3,369.6,203.1,34.2,9.2,8.4,1081.4,30.2,14.4,985,51.8,0,31.66666667,89.7
435,MADHYA PRADESH,17.5,14.7,17.3,8,8.8,146.8,283.6,278,174.4,43.5,16.2,12.8,1021.6,32.2,34.1,882.8,72.5,0,48.93333333,138
436,MADHYA PRADESH,18.2,11.4,11.4,3.7,7.6,124.6,355.1,411.1,199.5,32.9,7.9,9,1192.4,29.6,22.7,1090.3,49.8,0,41.53333333,117
437,MADHYA PRADESH,24.7,22.6,22.8,9.6,7.5,157.4,432.2,442.5,213.7,40.4,9,14.6,1397,47.3,39.9,1245.8,64,0,52.46666667,149.9
438,MADHYA PRADESH,10.8,10.6,5.8,2,6,113.1,353.7,383,217.3,30,7.9,6.2,1146.4,21.4,13.8,1067.1,44.1,0,37.7,107.1
439,MADHYA PRADESH,22.5,14.8,8.7,2.5,4.1,111.8,358.7,391.4,210.2,31.4,7.8,7.8,1171.7,37.3,15.3,1072.1,47,0,37.26666667,107.7
440,MADHYA PRADESH,18,13.9,10.4,3,4.7,121.4,307,326.7,216.6,31.4,8.8,6.6,1068.5,31.9,18.1,971.7,46.8,0,40.46666667,116.7
441,MADHYA PRADESH,17.8,12.2,10,2.3,6.9,127.7,352.6,410,197.8,33.3,11.5,10.1,1192.2,30,19.2,1088.1,54.9,0,42.56666667,120.8
442,MADHYA PRADESH,23.1,15.7,9.5,3.8,4.6,120.7,305.7,333,193.8,32.1,8.6,5.5,1056.1,38.8,17.9,953.2,46.2,0,40.23333333,116.1
443,MADHYA PRADESH,18.4,18.7,22.7,9.6,9.8,163.6,357.9,324.1,192.8,44.4,15.9,13.9,1191.8,37.1,42.1,1038.4,74.2,0,54.53333333,153.8
444,MADHYA PRADESH,23.5,19.1,13.1,5,7.7,122.6,313.8,364.2,194.1,31.5,6.2,9.1,1109.9,42.6,25.8,994.7,46.8,0,40.86666667,114.9
445,MADHYA PRADESH,20.7,14.7,11.6,3.4,9.4,129.1,323.3,332.6,231.4,35.5,8,7.3,1127,35.4,24.4,1016.4,50.8,0,43.03333333,119.7
446,MADHYA PRADESH,20.1,7.1,4.5,1.8,4.9,82.8,281.9,332.8,155.7,29.4,7.4,10.1,938.5,27.2,11.2,853.2,46.9,0,27.6,77.9
447,MADHYA PRADESH,19.9,13.7,9.1,2.2,3.3,112.2,354.4,391.1,193.6,30.9,5,5.7,1141.1,33.6,14.6,1051.3,41.6,0,37.4,108.9
448,MADHYA PRADESH,19.6,19.4,13.8,5,9.1,196.9,413.3,403.4,192.3,37.2,10.1,16.6,1336.7,39,27.9,1205.9,63.9,0,65.63333333,187.8
449,MADHYA PRADESH,26.7,21.5,16.2,7.4,7.9,124.9,339.8,415.2,214,38.7,9.7,13.7,1235.7,48.2,31.5,1093.9,62.1,0,41.63333333,117
450,MADHYA PRADESH,20.2,16.5,10.9,5.6,5.3,121.6,360.3,399.1,190,32.6,9.2,9.3,1180.6,36.7,21.8,1071,51.1,0,40.53333333,116.3
451,MADHYA PRADESH,29.5,24.8,20.5,14.7,19.9,177.6,386.3,387.2,223.7,47,8.1,15.2,1354.5,54.3,55.1,1174.8,70.3,0,59.2,157.7
452,MADHYA PRADESH,10.4,12.6,7.8,3.4,4.8,112.1,262.3,272.8,185.1,38.2,4.4,7.3,921.2,23,16,832.3,49.9,0,37.36666667,107.3
453,GUJARAT,0.8,0.3,0.5,0.7,5.9,91,215.4,190.8,105.4,19.1,8.2,1.8,639.9,1.1,7.1,602.6,29.1,0,30.33333333,85.1
454,GUJARAT,1.4,1.3,2.4,0.9,3.7,63.4,220,181.5,98.6,16.7,7.4,1.1,598.4,2.7,7,563.5,25.2,0,21.13333333,59.7
455,GUJARAT,1.2,0,0.5,0.8,4.6,138.8,332.5,306.3,165.2,25.9,14,2.4,992.2,1.2,5.9,942.8,42.3,0,46.26666667,134.2
456,GUJARAT,0.3,0.1,0.8,0.1,4.9,135.4,283.2,221.2,146.4,22.9,8.3,1.3,824.9,0.4,5.8,786.2,32.5,0,45.13333333,130.5
457,GUJARAT,0.7,0.1,0.5,0,6.3,350.5,771.8,522.1,306.9,48,13.8,1,2021.7,0.8,6.8,1951.3,62.8,0,116.8333333,344.2
458,GUJARAT,1.5,1,1.4,3.4,12.5,258.6,749.8,588.6,364.7,66,13.1,2.4,2063,2.5,17.3,1961.7,81.5,0,86.2,246.1
459,GUJARAT,1.2,0.4,1.3,0.4,4.5,110.3,291,259.8,150.5,18,11.3,1.4,850.1,1.6,6.2,811.6,30.7,0,36.76666667,105.8
460,GUJARAT,1.3,0.6,1,1,5.7,73.9,248.2,208,125.6,18.4,7,2,692.7,1.9,7.7,655.7,27.4,0,24.63333333,68.2
461,GUJARAT,1,0.1,0.7,0.3,6,114.5,311.5,322.6,163.5,25.2,12.1,1.8,959.3,1.1,7,912.1,39.1,0,38.16666667,108.5
462,GUJARAT,1.1,0.6,2.3,1.4,4.5,89.1,289,260.8,139.8,18.5,7.3,1.9,816.3,1.7,8.2,778.7,27.7,0,29.7,84.6
463,GUJARAT,0,0.1,0.9,0.1,5.4,223.4,495.7,326.6,207.9,31.7,11.5,1.4,1304.7,0.1,6.4,1253.6,44.6,0,74.46666667,218
464,GUJARAT,0.9,0.6,0.7,0.4,6.8,72.3,280.6,223.3,139.4,18.5,6.6,2.6,752.7,1.5,7.9,715.6,27.7,0,24.1,65.5
465,GUJARAT,0.5,0,1.1,0.2,6,164.4,405.2,348.6,181.6,26.4,8.1,1.6,1143.7,0.5,7.3,1099.8,36.1,0,54.8,158.4
